ID,genres,,,,,,,,,,
14670,comedy,,,,,,,,,,
14671,crime, drama, thriller,,,,,,,,
14672,drama,,,,,,,,,,
14673,drama, european, romance, thriller,,,,,,,
14674,scifi, drama, romance, fantasy,,,,,,,
14675,comedy, music, animation,,,,,,,,
14676,thriller, crime, drama,,,,,,,,
14677,scifi, thriller, drama, action,,,,,,,
14678,reality, drama, romance,,,,,,,,
14679,drama, crime, horror, western,,,,,,,
14680,thriller, crime,,,,,,,,,
14681,horror, thriller, comedy, drama, fantasy, european,,,,,
14682,drama, sport,,,,,,,,,
14683,horror, crime, drama, thriller, european,,,,,,
14684,drama,,,,,,,,,,
14685,drama, romance, european,,,,,,,,
14686,thriller, scifi, drama, horror,,,,,,,
14687,crime, thriller, action,,,,,,,,
14688,thriller, scifi, action, european,,,,,,,
14689,comedy, crime, romance,,,,,,,,
14690,drama, sport,,,,,,,,,
14691,thriller, drama, action,,,,,,,,
14692,horror,,,,,,,,,,
14693,comedy, romance, drama, european,,,,,,,
14694,comedy, romance,,,,,,,,,
14695,drama, european, music,,,,,,,,
14696,scifi, drama, romance,,,,,,,,
14697,thriller, action,,,,,,,,,
14698,comedy, romance,,,,,,,,,
14699,fantasy, comedy, family, animation,,,,,,,
14700,drama, thriller, crime, european,,,,,,,
14701,action, fantasy, thriller,,,,,,,,
14702,reality, comedy, family,,,,,,,,
14703,crime, drama, thriller, action,,,,,,,
14704,comedy, fantasy, romance, sport, drama,,,,,,
14705,action, scifi, romance, animation, thriller, drama, family, fantasy,,,
14706,fantasy, romance, comedy, family,,,,,,,
14707,romance, comedy,,,,,,,,,
14708,comedy, music,,,,,,,,,
14709,comedy, sport, european,,,,,,,,
14710,comedy, horror, scifi, thriller,,,,,,,
14711,drama, comedy, romance, documentation, european,,,,,,
14712,comedy, drama, animation,,,,,,,,
14713,thriller, action, crime,,,,,,,,
14714,thriller, action,,,,,,,,,
14715,drama, sport, european,,,,,,,,
14716,comedy, sport,,,,,,,,,
14717,action, drama, romance,,,,,,,,
14718,scifi, horror, drama, action,,,,,,,
14719,fantasy, action, drama,,,,,,,,
14720,drama,,,,,,,,,,
14721,thriller, crime, drama, european,,,,,,,
14722,fantasy, action, family,,,,,,,,
14723,thriller, scifi, fantasy, war, action,,,,,,
14724,fantasy, action, family,,,,,,,,
14725,drama, action, sport, comedy, romance,,,,,,
14726,comedy,,,,,,,,,,
14727,drama, romance, sport, history,,,,,,,
14728,drama, thriller, crime, history,,,,,,,
14729,drama, romance, european,,,,,,,,
14730,drama, romance, comedy, european,,,,,,,
14731,comedy, documentation,,,,,,,,,
14732,thriller, horror, fantasy,,,,,,,,
14733,crime, drama, action,,,,,,,,
14734,drama, comedy, music, romance,,,,,,,
14735,scifi, action, thriller, drama, crime,,,,,,
14736,comedy, fantasy, animation, family, music, romance,,,,,
14737,comedy, crime, drama, thriller,,,,,,,
14738,fantasy, action, family,,,,,,,,
14739,drama, romance, comedy,,,,,,,,
14740,scifi, action, family, fantasy,,,,,,,
14741,drama, horror, thriller,,,,,,,,
14742,drama, action, war, history, thriller, european,,,,,
14743,drama, music,,,,,,,,,
14744,comedy, romance,,,,,,,,,
14745,comedy,,,,,,,,,,
14746,fantasy, family,,,,,,,,,
14747,drama,,,,,,,,,,
14748,thriller, action, crime, drama,,,,,,,
14749,romance, comedy,,,,,,,,,
14750,thriller, drama, romance,,,,,,,,
14751,music, comedy,,,,,,,,,
14752,comedy, sport,,,,,,,,,
14753,thriller, drama, romance, scifi,,,,,,,
14754,fantasy, horror, european, drama, scifi, thriller,,,,,
14755,romance, comedy, european,,,,,,,,
14756,comedy, drama, romance,,,,,,,,
14757,drama, history, crime,,,,,,,,
14758,thriller, european, crime, action,,,,,,,
14759,comedy, romance,,,,,,,,,
14760,scifi, thriller, drama,,,,,,,,
14761,fantasy, action,,,,,,,,,
14762,thriller, drama, crime, scifi, fantasy, action,,,,,
14763,comedy,,,,,,,,,,
14764,action, animation, crime, family, fantasy, scifi,,,,,
14765,horror, thriller,,,,,,,,,
14766,drama, history, war,,,,,,,,
14767,scifi, comedy, family, fantasy, action,,,,,,
14768,thriller, comedy, action,,,,,,,,
14769,horror, action,,,,,,,,,
14770,scifi, action, fantasy, european,,,,,,,
14771,drama,,,,,,,,,,
14772,thriller, crime, action,,,,,,,,
14773,horror, thriller, crime, drama,,,,,,,
14774,action, animation, family, fantasy, scifi,,,,,,
14775,horror, fantasy, scifi, thriller,,,,,,,
14776,romance, drama, history, war, european,,,,,,
14777,crime, action, comedy, thriller,,,,,,,
14778,fantasy, romance, comedy,,,,,,,,
14779,action, thriller, horror, crime, comedy,,,,,,
14780,reality,,,,,,,,,,
14781,drama, romance, war, action, european,,,,,,
14782,scifi, fantasy, thriller, drama,,,,,,,
14783,drama, fantasy, thriller, european,,,,,,,
14784,drama, romance,,,,,,,,,
14785,thriller, action, documentation, scifi,,,,,,,
14786,horror, scifi,,,,,,,,,
14787,comedy, fantasy, animation, drama, family, music,,,,,
14788,comedy, family, fantasy, animation,,,,,,,
14789,thriller, action, crime,,,,,,,,
14790,thriller, action, crime,,,,,,,,
14791,animation, comedy, family, fantasy, scifi, action,,,,,
14792,drama, romance,,,,,,,,,
14793,comedy, action, romance, thriller,,,,,,,
14794,drama,,,,,,,,,,
14795,comedy,,,,,,,,,,
14796,comedy,,,,,,,,,,
14797,comedy, action, romance,,,,,,,,
14798,comedy, horror, animation, family, fantasy,,,,,,
14799,scifi, animation, comedy, family, action,,,,,,
14800,drama,,,,,,,,,,
14801,scifi, thriller, crime, action,,,,,,,
14802,action, animation, family, scifi,,,,,,,
14803,action, comedy, family, animation,,,,,,,
14804,music, documentation, history,,,,,,,,
14805,comedy, family, fantasy,,,,,,,,
14806,drama,,,,,,,,,,
14807,crime, drama, thriller, documentation,,,,,,,
14808,comedy, drama,,,,,,,,,
14809,thriller, scifi, action,,,,,,,,
14810,romance, comedy,,,,,,,,,
14811,thriller, drama, european,,,,,,,,
14812,comedy,,,,,,,,,,
14813,horror, thriller, drama, fantasy,,,,,,,
14814,fantasy, comedy, thriller, horror, action,,,,,,
14815,thriller, western,,,,,,,,,
14816,scifi, fantasy, action, horror, war, european,,,,,
14817,fantasy, thriller, action,,,,,,,,
14818,action, scifi, comedy, family, animation,,,,,,
14819,comedy,,,,,,,,,,
14820,scifi, comedy, fantasy, animation, family,,,,,,
14821,horror, thriller, scifi,,,,,,,,
14822,comedy, action, crime,,,,,,,,
14823,thriller,,,,,,,,,,
14824,romance, comedy, drama, war, western, european,,,,,
14825,thriller, action, crime,,,,,,,,
14826,romance, thriller, crime, action, drama, european,,,,,
14827,scifi, action,,,,,,,,,
14828,thriller, drama, crime, horror, scifi,,,,,,
14829,romance, drama,,,,,,,,,
14830,fantasy, action, crime,,,,,,,,
14831,crime, action, thriller,,,,,,,,
14832,documentation, reality, animation, action, fantasy,,,,,,
14833,thriller, action, crime, european,,,,,,,
14834,romance, drama, fantasy, comedy,,,,,,,
14835,reality, romance, drama, comedy,,,,,,,
14836,drama, crime,,,,,,,,,
14837,romance, comedy, drama,,,,,,,,
14838,comedy, drama, romance,,,,,,,,
14839,comedy,,,,,,,,,,
14840,fantasy, comedy, family,,,,,,,,
14841,thriller, fantasy, action, scifi,,,,,,,
14842,horror, drama,,,,,,,,,
14843,documentation, family, european,,,,,,,,
14844,drama, comedy,,,,,,,,,
14845,drama, sport,,,,,,,,,
14846,scifi,,,,,,,,,,
14847,drama, comedy, romance,,,,,,,,
14848,drama, history, war,,,,,,,,
14849,thriller, crime, horror, european,,,,,,,
14850,documentation, crime,,,,,,,,,
14851,animation, drama, family, fantasy,,,,,,,
14852,drama, comedy, family, romance,,,,,,,
14853,thriller, romance, drama, european,,,,,,,
14854,drama, european, history,,,,,,,,
14855,romance, drama, european,,,,,,,,
14856,western, fantasy, thriller, action, drama,,,,,,
14857,action, fantasy, family,,,,,,,,
14858,thriller, action, scifi, crime, fantasy,,,,,,
14859,fantasy, romance, comedy, drama,,,,,,,
14860,thriller, crime, drama,,,,,,,,
14861,comedy, drama, romance, music,,,,,,,
14862,comedy, family,,,,,,,,,
14863,drama,,,,,,,,,,
14864,thriller, horror,,,,,,,,,
14865,thriller, action, comedy, romance,,,,,,,
14866,horror, thriller, scifi, romance, drama, fantasy, action,,,,
14867,fantasy, comedy, romance, european,,,,,,,
14868,animation, comedy, scifi,,,,,,,,
14869,crime, comedy, drama, family,,,,,,,
14870,drama, romance,,,,,,,,,
14871,romance, drama, european,,,,,,,,
14872,comedy, romance,,,,,,,,,
14873,romance, comedy, scifi,,,,,,,,
14874,comedy, music,,,,,,,,,
14875,comedy, drama,,,,,,,,,
14876,drama, comedy, romance,,,,,,,,
14877,thriller, horror, drama,,,,,,,,
14878,thriller, action, crime, european,,,,,,,
14879,romance, comedy, drama,,,,,,,,
14880,drama, music,,,,,,,,,
14881,crime, comedy, thriller, action,,,,,,,
14882,history, drama,,,,,,,,,
14883,crime, action, comedy, drama,,,,,,,
14884,drama,,,,,,,,,,
14885,thriller, crime, drama, sport,,,,,,,
14886,scifi, thriller, fantasy, animation, music, action, romance,,,,
14887,drama, romance, comedy, european,,,,,,,
14888,drama, history, crime,,,,,,,,
14889,fantasy, family, action, war, drama, thriller, animation,,,,
14890,drama, comedy,,,,,,,,,
14891,action, comedy, crime, fantasy, animation,,,,,,
14892,thriller, action, crime, scifi,,,,,,,
14893,comedy, sport,,,,,,,,,
14894,crime, thriller, drama, european,,,,,,,
14895,comedy, drama, fantasy, scifi, animation, action, thriller, war,,,
14896,crime, thriller, drama,,,,,,,,
14897,fantasy, documentation, romance, animation, comedy, family,,,,,
14898,fantasy, animation,,,,,,,,,
14899,romance, comedy,,,,,,,,,
14900,scifi,,,,,,,,,,
14901,fantasy, comedy, family,,,,,,,,
14902,scifi, thriller, action, crime, fantasy,,,,,,
14903,drama, crime, thriller,,,,,,,,
14904,animation, family, comedy, european,,,,,,,
14905,drama, history, sport,,,,,,,,
14906,drama, european,,,,,,,,,
14907,thriller, fantasy, horror,,,,,,,,
14908,drama,,,,,,,,,,
14909,drama, war,,,,,,,,,
14910,comedy, drama,,,,,,,,,
14911,thriller, crime, drama,,,,,,,,
14912,scifi, thriller, drama, european,,,,,,,
14913,horror, thriller, drama,,,,,,,,
14914,drama, documentation, sport,,,,,,,,
14915,fantasy, family,,,,,,,,,
14916,crime, comedy,,,,,,,,,
14917,thriller, horror, crime, drama,,,,,,,
14918,scifi, comedy, family, fantasy, horror, animation,,,,,
14919,thriller, drama,,,,,,,,,
14920,comedy, scifi, fantasy, animation, family, action,,,,,
14921,crime, thriller, drama,,,,,,,,
14922,drama, family, comedy, romance,,,,,,,
14923,drama, sport,,,,,,,,,
14924,animation, comedy, family, fantasy,,,,,,,
14925,drama, comedy,,,,,,,,,
14926,drama, romance,,,,,,,,,
14927,drama, history, european,,,,,,,,
14928,comedy, scifi,,,,,,,,,
14929,animation, comedy, family, fantasy,,,,,,,
14930,scifi, thriller, action, crime, fantasy,,,,,,
14931,animation, comedy,,,,,,,,,
14932,animation, comedy, family,,,,,,,,
14933,scifi, thriller, horror, drama,,,,,,,
14934,drama,,,,,,,,,,
14935,drama, crime, comedy,,,,,,,,
14936,comedy,,,,,,,,,,
14937,drama, comedy, romance,,,,,,,,
14938,comedy, romance, drama, european,,,,,,,
14939,drama,,,,,,,,,,
14940,thriller, comedy, romance, crime, family,,,,,,
14941,scifi, action, animation, comedy, drama, family,,,,,
14942,romance, comedy,,,,,,,,,
14943,drama, war,,,,,,,,,
14944,comedy, drama, romance,,,,,,,,
14945,drama, war, history,,,,,,,,
14946,thriller, crime, drama, action, european,,,,,,
14947,romance, comedy, drama,,,,,,,,
14948,comedy, drama, romance,,,,,,,,
14949,thriller, action, crime, drama, sport,,,,,,
14950,thriller, drama, scifi,,,,,,,,
14951,documentation, reality,,,,,,,,,
14952,animation, horror, comedy,,,,,,,,
14953,comedy, drama,,,,,,,,,
14954,scifi, comedy, family, fantasy, action,,,,,,
14955,comedy, drama, romance,,,,,,,,
14956,thriller, european, action, crime,,,,,,,
14957,comedy, drama, romance,,,,,,,,
14958,comedy, documentation, european,,,,,,,,
14959,romance, comedy, european,,,,,,,,
14960,thriller, action, crime, drama,,,,,,,
14961,western, history, drama,,,,,,,,
14962,comedy,,,,,,,,,,
14963,comedy, drama,,,,,,,,,
14964,documentation, sport, reality,,,,,,,,
14965,comedy, documentation,,,,,,,,,
14966,documentation, war,,,,,,,,,
14967,comedy, crime,,,,,,,,,
14968,scifi,,,,,,,,,,
14969,drama,,,,,,,,,,
14970,action, drama, documentation, crime, thriller, european,,,,,
14971,scifi, drama, fantasy,,,,,,,,
14972,scifi, action, drama, family, fantasy,,,,,,
14973,comedy, documentation,,,,,,,,,
14974,comedy, sport,,,,,,,,,
14975,comedy,,,,,,,,,,
14976,drama, comedy, romance, sport,,,,,,,
14977,comedy,,,,,,,,,,
14978,drama, documentation,,,,,,,,,
14979,horror, thriller, drama, history,,,,,,,
14980,drama, history,,,,,,,,,
14981,comedy, documentation,,,,,,,,,
14982,comedy, romance,,,,,,,,,
14983,fantasy, horror, thriller,,,,,,,,
14984,thriller, drama, crime,,,,,,,,
14985,fantasy, family, comedy,,,,,,,,
14986,comedy, romance, family, fantasy,,,,,,,
14987,romance, comedy, drama,,,,,,,,
14988,comedy, sport, drama, family,,,,,,,
14989,comedy, crime, european,,,,,,,,
14990,comedy,,,,,,,,,,
14991,action, family, scifi, animation,,,,,,,
14992,comedy, thriller, action, european,,,,,,,
14993,comedy, drama, romance, european,,,,,,,
14994,animation, scifi, action,,,,,,,,
14995,animation, comedy,,,,,,,,,
14996,horror, thriller, action,,,,,,,,
14997,comedy, animation,,,,,,,,,
14998,thriller,,,,,,,,,,
14999,drama, documentation, european,,,,,,,,
15000,comedy, romance, european,,,,,,,,
15001,drama, music,,,,,,,,,
15002,drama,,,,,,,,,,
15003,reality, comedy,,,,,,,,,
15004,drama, european, crime, romance, thriller,,,,,,
15005,drama,,,,,,,,,,
15006,romance, drama, european,,,,,,,,
15007,scifi,,,,,,,,,,
15008,crime, thriller, drama,,,,,,,,
15009,comedy, scifi,,,,,,,,,
15010,comedy, european,,,,,,,,,
15011,drama, scifi, thriller, action, comedy,,,,,,
15012,drama, comedy, romance,,,,,,,,
15013,thriller,,,,,,,,,,
15014,drama, comedy,,,,,,,,,
15015,family, animation, action, comedy, fantasy,,,,,,
15016,fantasy, animation, comedy, family, european,,,,,,
15017,comedy,,,,,,,,,,
15018,comedy, drama, european,,,,,,,,
15019,fantasy, horror, comedy,,,,,,,,
15020,scifi,,,,,,,,,,
15021,thriller, action, comedy, crime,,,,,,,
15022,drama, history,,,,,,,,,
15023,comedy, fantasy, animation, family, horror, scifi, european,,,,
15024,romance, comedy, drama,,,,,,,,
15025,fantasy, scifi,,,,,,,,,
15026,comedy, drama, romance,,,,,,,,
15027,drama, history, romance,,,,,,,,
15028,scifi,,,,,,,,,,
15029,documentation,,,,,,,,,,
15030,drama,,,,,,,,,,
15031,comedy, drama, crime,,,,,,,,
15032,comedy, documentation,,,,,,,,,
15033,drama, comedy,,,,,,,,,
15034,romance, drama, comedy,,,,,,,,
15035,action, comedy, crime, family,,,,,,,
15036,documentation, music,,,,,,,,,
15037,drama, crime, european,,,,,,,,
15038,drama, romance, comedy, thriller, crime,,,,,,
15039,scifi, animation, action, comedy, family, fantasy,,,,,
15040,drama,,,,,,,,,,
15041,animation, action, comedy, fantasy, thriller,,,,,,
15042,drama, thriller, fantasy,,,,,,,,
15043,comedy, fantasy, family,,,,,,,,
15044,comedy, documentation,,,,,,,,,
15045,documentation, music,,,,,,,,,
15046,fantasy, comedy, family,,,,,,,,
15047,fantasy,,,,,,,,,,
15048,drama, documentation,,,,,,,,,
15049,drama,,,,,,,,,,
15050,comedy,,,,,,,,,,
15051,drama, romance, comedy,,,,,,,,
15052,drama, romance, thriller,,,,,,,,
15053,history, drama, war,,,,,,,,
15054,drama, thriller, action, fantasy, horror, scifi,,,,,
15055,documentation,,,,,,,,,,
15056,western, history, war, drama,,,,,,,
15057,horror, thriller, documentation, crime,,,,,,,
15058,history, drama,,,,,,,,,
15059,fantasy,,,,,,,,,,
15060,romance, drama, comedy,,,,,,,,
15061,comedy, documentation,,,,,,,,,
15062,drama,,,,,,,,,,
15063,fantasy,,,,,,,,,,
15064,scifi,,,,,,,,,,
15065,drama, romance,,,,,,,,,
15066,drama,,,,,,,,,,
15067,drama, crime, history,,,,,,,,
15068,drama, history,,,,,,,,,
15069,drama,,,,,,,,,,
15070,documentation, crime,,,,,,,,,
15071,documentation, drama,,,,,,,,,
15072,documentation, war,,,,,,,,,
15073,drama,,,,,,,,,,
15074,scifi, comedy, family, animation,,,,,,,
15075,drama,,,,,,,,,,
15076,documentation, european,,,,,,,,,
15077,drama, comedy, romance,,,,,,,,
15078,comedy, fantasy, family, animation,,,,,,,
15079,comedy, crime,,,,,,,,,
15080,drama, romance, comedy,,,,,,,,
15081,thriller, crime, drama, action,,,,,,,
15082,comedy, romance,,,,,,,,,
15083,comedy, crime, drama, action, european,,,,,,
15084,thriller, drama,,,,,,,,,
15085,fantasy, animation, comedy, family, romance, thriller,,,,,
15086,fantasy,,,,,,,,,,
15087,comedy, documentation,,,,,,,,,
15088,sport,,,,,,,,,,
15089,thriller, crime, drama,,,,,,,,
15090,war, documentation,,,,,,,,,
15091,fantasy, scifi, animation, action,,,,,,,
15092,comedy, documentation,,,,,,,,,
15093,documentation, music,,,,,,,,,
15094,drama, history, war, european,,,,,,,
15095,scifi,,,,,,,,,,
15096,drama, documentation,,,,,,,,,
15097,fantasy,,,,,,,,,,
15098,fantasy,,,,,,,,,,
15099,thriller, animation,,,,,,,,,
15100,documentation,,,,,,,,,,
15101,scifi, family, thriller, action,,,,,,,
15102,documentation, war, crime, history,,,,,,,
15103,crime, thriller, drama, horror,,,,,,,
15104,documentation, war, history,,,,,,,,
15105,drama,,,,,,,,,,
15106,documentation, comedy,,,,,,,,,
15107,history, drama,,,,,,,,,
15108,comedy, family, fantasy, animation,,,,,,,
15109,comedy,,,,,,,,,,
15110,drama,,,,,,,,,,
15111,documentation,,,,,,,,,,
15112,animation, comedy, family, fantasy,,,,,,,
15113,documentation,,,,,,,,,,
15114,comedy, documentation,,,,,,,,,
15115,drama,,,,,,,,,,
15116,thriller, documentation, crime,,,,,,,,
15117,comedy, documentation,,,,,,,,,
15118,comedy,,,,,,,,,,
15119,drama, comedy,,,,,,,,,
15120,documentation,,,,,,,,,,
15121,documentation,,,,,,,,,,
15122,documentation, reality,,,,,,,,,
15123,horror, documentation,,,,,,,,,
15124,comedy, documentation,,,,,,,,,
15125,comedy, documentation,,,,,,,,,
15126,comedy, fantasy,,,,,,,,,
15127,documentation, drama,,,,,,,,,
15128,documentation,,,,,,,,,,
15129,family, animation,,,,,,,,,
15130,documentation,,,,,,,,,,
15131,drama, history,,,,,,,,,
15132,comedy, documentation,,,,,,,,,
15133,animation, scifi, action, comedy, family,,,,,,
15134,comedy, documentation,,,,,,,,,
15135,animation, scifi, drama,,,,,,,,
15136,documentation,,,,,,,,,,
15137,,,,,,,,,,,
15138,documentation,,,,,,,,,,
15139,fantasy, horror, scifi, thriller, drama,,,,,,
15140,documentation,,,,,,,,,,
15141,crime, documentation,,,,,,,,,
15142,documentation,,,,,,,,,,
15143,fantasy, action, scifi, comedy, family, romance,,,,,
15144,thriller, crime, drama, romance, comedy,,,,,,
15145,documentation, history,,,,,,,,,
15146,documentation,,,,,,,,,,
15147,comedy, documentation,,,,,,,,,
15148,documentation,,,,,,,,,,
15149,documentation,,,,,,,,,,
15150,documentation, history, sport,,,,,,,,
15151,documentation, drama,,,,,,,,,
15152,documentation,,,,,,,,,,
15153,documentation,,,,,,,,,,
15154,,,,,,,,,,,
15155,documentation,,,,,,,,,,
15156,documentation,,,,,,,,,,
15157,documentation,,,,,,,,,,
15158,drama,,,,,,,,,,
15159,comedy, drama,,,,,,,,,
15160,comedy, music, documentation,,,,,,,,
15161,documentation,,,,,,,,,,
15162,documentation,,,,,,,,,,
15163,documentation,,,,,,,,,,
15164,comedy, documentation,,,,,,,,,
15165,documentation,,,,,,,,,,
15166,comedy, documentation,,,,,,,,,
15167,documentation,,,,,,,,,,
15168,comedy,,,,,,,,,,
15169,documentation,,,,,,,,,,
15170,documentation,,,,,,,,,,
15171,documentation,,,,,,,,,,
15172,drama,,,,,,,,,,
15173,comedy, documentation,,,,,,,,,
15174,drama,,,,,,,,,,
15175,documentation,,,,,,,,,,
15176,history, documentation, war,,,,,,,,
15177,documentation,,,,,,,,,,
15178,action, romance, comedy, drama,,,,,,,
15179,documentation,,,,,,,,,,
15180,documentation,,,,,,,,,,
15181,comedy, documentation,,,,,,,,,
15182,documentation,,,,,,,,,,
15183,documentation,,,,,,,,,,
15184,documentation,,,,,,,,,,
15185,documentation, sport,,,,,,,,,
15186,comedy, documentation,,,,,,,,,
15187,documentation,,,,,,,,,,
15188,documentation, sport,,,,,,,,,
15189,drama,,,,,,,,,,
15190,documentation, reality,,,,,,,,,
15191,comedy, documentation,,,,,,,,,
15192,comedy, documentation,,,,,,,,,
15193,comedy,,,,,,,,,,
15194,comedy, documentation,,,,,,,,,
15195,documentation, drama, family,,,,,,,,
15196,documentation, sport,,,,,,,,,
15197,documentation,,,,,,,,,,
15198,documentation,,,,,,,,,,
15199,documentation,,,,,,,,,,
15200,documentation,,,,,,,,,,
15201,documentation,,,,,,,,,,
15202,documentation, sport,,,,,,,,,
15203,documentation,,,,,,,,,,
15204,documentation,,,,,,,,,,
15205,documentation,,,,,,,,,,
15206,documentation,,,,,,,,,,
15207,documentation, family,,,,,,,,,
15208,history, drama,,,,,,,,,
15209,documentation,,,,,,,,,,
15210,comedy, documentation, music,,,,,,,,
15211,documentation, sport,,,,,,,,,
15212,documentation,,,,,,,,,,
15213,comedy, romance,,,,,,,,,
15214,documentation, sport,,,,,,,,,
15215,documentation,,,,,,,,,,
15216,scifi, action, drama, fantasy, romance,,,,,,
15217,romance, comedy, drama,,,,,,,,
15218,scifi, thriller, action, crime, drama,,,,,,
15219,comedy,,,,,,,,,,
15220,comedy, reality,,,,,,,,,
15221,thriller, scifi,,,,,,,,,
15222,drama,,,,,,,,,,
15223,comedy, romance,,,,,,,,,
15224,drama, romance,,,,,,,,,
15225,fantasy, action, family,,,,,,,,
15226,scifi, thriller, action, drama,,,,,,,
15227,comedy, action,,,,,,,,,
15228,drama, romance, comedy,,,,,,,,
15229,comedy, romance,,,,,,,,,
15230,drama, action, comedy, crime, animation, documentation, family, fantasy,,,
15231,western, comedy, family, crime, drama, animation, action,,,,
15232,drama,,,,,,,,,,
15233,thriller, scifi, action, drama,,,,,,,
15234,fantasy, action,,,,,,,,,
15235,comedy, crime,,,,,,,,,
15236,drama, fantasy,,,,,,,,,
15237,drama, thriller, crime,,,,,,,,
15238,crime, thriller, action,,,,,,,,
15239,drama, romance, family, fantasy, european,,,,,,
15240,drama, history, european,,,,,,,,
15241,drama, crime, european,,,,,,,,
15242,comedy, drama,,,,,,,,,
15243,action, thriller, crime, european,,,,,,,
15244,scifi, thriller, action,,,,,,,,
15245,comedy, reality,,,,,,,,,
15246,scifi, comedy, romance, animation, family, fantasy,,,,,
15247,action, scifi,,,,,,,,,
15248,scifi, thriller, animation, drama, fantasy,,,,,,
15249,fantasy, drama,,,,,,,,,
15250,war, drama, action, history,,,,,,,
15251,comedy,,,,,,,,,,
15252,thriller, action, scifi,,,,,,,,
15253,crime, action, drama,,,,,,,,
15254,scifi, action, drama, sport, family,,,,,,
15255,crime, drama, scifi, european,,,,,,,
15256,thriller, scifi, action, animation,,,,,,,
15257,fantasy, action,,,,,,,,,
15258,action, animation,,,,,,,,,
15259,animation, action, comedy, family,,,,,,,
15260,drama, comedy,,,,,,,,,
15261,comedy, drama, romance, scifi,,,,,,,
15262,romance, comedy, drama,,,,,,,,
15263,drama, romance, war,,,,,,,,
15264,drama, romance,,,,,,,,,
15265,drama, thriller,,,,,,,,,
15266,comedy,,,,,,,,,,
15267,war, romance, action, drama, european,,,,,,
15268,drama, history, european,,,,,,,,
15269,fantasy, horror, drama, action, scifi,,,,,,
15270,comedy, family, animation,,,,,,,,
15271,drama, history, crime, romance,,,,,,,
15272,action, scifi, family, animation,,,,,,,
15273,comedy, drama, romance,,,,,,,,
15274,scifi, action, family, fantasy, comedy,,,,,,
15275,romance, fantasy, comedy, family,,,,,,,
15276,romance, drama,,,,,,,,,
15277,comedy, family, fantasy, animation,,,,,,,
15278,romance, comedy, drama,,,,,,,,
15279,scifi, horror, family, animation, action, drama, fantasy,,,,
15280,documentation, comedy,,,,,,,,,
15281,drama,,,,,,,,,,
15282,drama,,,,,,,,,,
15283,documentation, history,,,,,,,,,
15284,thriller, action, crime, drama,,,,,,,
15285,drama, family,,,,,,,,,
15286,comedy,,,,,,,,,,
15287,crime, comedy, scifi, thriller, action,,,,,,
15288,thriller, action, comedy, horror,,,,,,,
15289,drama, documentation, history, scifi, comedy, horror, romance,,,,
15290,drama, family, romance, animation, comedy,,,,,,
15291,documentation, crime,,,,,,,,,
15292,scifi, crime, fantasy, thriller, action,,,,,,
15293,drama, comedy, documentation,,,,,,,,
15294,action, comedy, crime, drama, animation,,,,,,
15295,animation, music, romance, fantasy, comedy, family,,,,,
15296,documentation,,,,,,,,,,
15297,drama, comedy, music, romance,,,,,,,
15298,drama, horror, documentation, thriller, scifi, european,,,,,
15299,western, comedy,,,,,,,,,
15300,thriller, action, crime,,,,,,,,
15301,drama,,,,,,,,,,
15302,drama,,,,,,,,,,
15303,comedy, drama, music,,,,,,,,
15304,drama, comedy,,,,,,,,,
15305,thriller, horror,,,,,,,,,
15306,romance, comedy, drama,,,,,,,,
15307,drama,,,,,,,,,,
15308,drama, european, comedy,,,,,,,,
15309,comedy,,,,,,,,,,
15310,animation, comedy,,,,,,,,,
15311,action, animation, comedy, family, scifi,,,,,,
15312,drama,,,,,,,,,,
15313,thriller, action,,,,,,,,,
15314,drama, documentation, crime, european,,,,,,,
15315,thriller, horror,,,,,,,,,
15316,scifi, comedy, horror, music, animation,,,,,,
15317,scifi, fantasy, horror, european,,,,,,,
15318,drama, sport,,,,,,,,,
15319,drama, romance,,,,,,,,,
15320,comedy, drama, family, romance, european,,,,,,
15321,scifi,,,,,,,,,,
15322,comedy, horror,,,,,,,,,
15323,scifi,,,,,,,,,,
15324,action, comedy,,,,,,,,,
15325,scifi, animation, action,,,,,,,,
15326,documentation, drama, horror,,,,,,,,
15327,drama, comedy,,,,,,,,,
15328,documentation, sport,,,,,,,,,
15329,comedy,,,,,,,,,,
15330,drama, comedy, history,,,,,,,,
15331,drama, thriller,,,,,,,,,
15332,thriller, drama,,,,,,,,,
15333,documentation, crime,,,,,,,,,
15334,animation, action,,,,,,,,,
15335,thriller, crime, action, drama,,,,,,,
15336,documentation, family,,,,,,,,,
15337,documentation,,,,,,,,,,
15338,documentation,,,,,,,,,,
15339,comedy, drama, romance,,,,,,,,
15340,animation, family, music,,,,,,,,
15341,documentation,,,,,,,,,,
15342,action, crime, drama, thriller,,,,,,,
15343,comedy,,,,,,,,,,
15344,crime,,,,,,,,,,
15345,drama,,,,,,,,,,
15346,documentation,,,,,,,,,,
15347,comedy, drama, romance,,,,,,,,
15348,documentation, comedy,,,,,,,,,
15349,scifi,,,,,,,,,,
15350,drama, history, romance, documentation,,,,,,,
15351,animation, fantasy,,,,,,,,,
15352,fantasy,,,,,,,,,,
15353,documentation,,,,,,,,,,
15354,comedy,,,,,,,,,,
15355,documentation, sport,,,,,,,,,
15356,documentation,,,,,,,,,,
15357,documentation,,,,,,,,,,
15358,documentation,,,,,,,,,,
15359,documentation,,,,,,,,,,
